id,name_en,desc_en,keywords_en,name_pt,desc_pt,keywords_pt
~X~168438,Other Machinery,"machinery, not specified or included elsewhere in this chapter, for the industrial preparation or manufacture of food or drink, other than machinery for the extraction or preparation of animal or fixed vegetable fats or oils.",NULL,"Máquinas, não especificados para a preparação ou fabricação industrial de alimentos ou bebidas","máquinas, não especificados nem compreendidos em outras posições deste capítulo, para preparação ou fabricação industrial de alimentos ou bebidas, exceto as máquinas e aparelhos para extração ou preparação de gorduras animais ou vegetais fixos ou de óleos",NULL
~X~168439,Papermaking Machines,machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard.,NULL,Máquinas para a fabricação de pasta de material celulósico ou para o fabrico de papel,máquinas e aparelhos para fabricação de pasta de matérias fibrosas celulósicas ou para fabricação ou acabamento de papel ou cartão.,NULL
~X~168440,Book-binding Machines,"book-binding machinery, including book-sewing machines.",NULL,Máquinas para encadernação,"máquinas para brochura ou encadernação, incluindo livro de costura máquinas.",NULL
~X~168441,Other Paper Machinery,"other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds.",NULL,"Outras máquinas e aparelhos para fabricação de pasta de papel, papel ou cartão","outras máquinas e aparelhos para a fabricação de pasta de papel, papel ou cartão, incluindo as cortadeiras de todos os tipos.",NULL
~X~168442,Print Production Machinery,"machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic stones",NULL,Máquinas para fabrico de componentes para impressão,"máquinas, aparelhos e equipamentos (exceto as máquinas-ferramentas das posições 84,56-84,65) para preparar ou fazer placas, cilindros ou outros elementos de impressão; blocos, cilindros e outros elementos de impressão; pratos, garrafas e pedras litográfic",NULL
~X~168443,Industrial Printers,"printing machinery used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof.",NULL,Impressoras e copiadoras,"máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, máquinas copiadoras e fax, ou combinados entre si;. partes e acessórios",NULL
~X~168444,Artificial Textile Machinery,"machines for extruding, drawing, texturing or cutting man-made textile materials.",NULL,"Máquinas para extrudar, cortar fibras têxteis artificiais","máquinas para extrudar, estirar, texturizar ou cortar materiais sintéticos têxteis.",NULL
~X~168445,Textile Fiber Machinery,"machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft-winding) machines and machines for preparing textile yarns for use on the machines o",NULL,Máquinas para a preparação de fibras têxteis,"máquinas para preparação de fibras têxteis; fiação, dobragem ou torção máquinas e outras máquinas para fabricação de fios têxteis; bobinagem têxtil ou bobinar (incluindo as bobinadeiras de trama) e máquinas para preparação de fios têxteis para uso em máqu",NULL
~X~168446,Looms,weaving machines (looms).,NULL,Teares,teares para tecidos).,NULL
~X~168447,Knitting Machines,"knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting.",NULL,Máquinas de tricotar,"knitting máquinas, costura por entrelaçamento e máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes, e máquinas para inserir tufos.",NULL
~X~168448,Knitting Machine Accessories,"auxiliary machinery for use with machines of heading 84.44, 84.45, 84.46 or 84.47 (for example, dobbies, jacquards, automatic stop motions, shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of thi",NULL,Máquinas e aparelhos auxiliares para uso com tricô e máquinas têxteis,"máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, dobbies, jacquards, movimentos de parada automática, mecanismos troca-lançadeiras); peças e acessórios reconhecíveis como exclusiva ou principalmente ",NULL
~X~168449,Felt Machinery,"machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats.",NULL,Máquinas para fabricar ou termine feltros e falsos tecidos,"máquinas e aparelhos para fabricação ou acabamento de feltro ou de falsos tecidos, em peça ou em formas, incluindo máquinas para fazer chapéus de feltro;. blocos para fabricação de chapéus",NULL
~X~168450,Household Washing Machines,"household or laundry-type washing machines, including machines which both wash and dry.",NULL,lavanderia do tipo máquinas de lavar roupa,"família ou lavanderia do tipo máquinas de lavar roupa, incluindo máquinas que tanto lavar e secar.",NULL
~X~168451,Textile Processing Machines,"machinery (other than machines of heading 84.50) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and",NULL,"Máquinas para lavar, limpar ou secar tecidos","máquinas e aparelhos (excepto as máquinas da posição 84.50) para lavar, limpar, espremer, secar, passar, prensar (incluídas as prensas fixadoras), branquear, tingir, acabamento, revestimento ou impregnar fios, tecidos ou obras de matérias têxteis e",NULL
~X~168452,Sewing Machines,"sewing machines, other than book-sewing machines of heading 84.40; furniture, bases and covers specially designed for sewing machines; sewing machine needles.",NULL,Máquinas de costura,"máquinas de costura, excepto livro de costura máquinas da posição 84,40, móveis, bases e tampas, próprios para máquinas de costura; máquinas de costura.",NULL
~X~168453,Leather Machinery,"machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines.",NULL,"Máquinas e aparelhos para preparar, curtir ou trabalhar couros ou peles","máquinas e aparelhos para preparar, curtir ou trabalhar couros ou peles ou para fabricar ou consertar calçados e outros artigos de couros, peles ou couro, excepto máquinas de costura.",NULL
~X~168454,Casting Machines,"converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries.",NULL,"Conversores, colheres de fundição e máquinas utilizados na metalurgia","conversores, conchas, lingoteiras e máquinas de fundição, dos tipos utilizados em metalurgia, aciaria ou fundição.",NULL
~X~168455,Metal-Rolling Mills,metal-rolling mills and rolls therefor.,NULL,Metal-laminagem,metal-laminadores e seus cilindros.,NULL
~X~168456,Laser-Removal Machines,"machine-tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam or plasma arc processes.",NULL,Máquinas para a remoção do material por laser ou por outros meios ópticos,"máquinas-ferramentas para trabalhar quaisquer matérias por desbaste, por laser ou luz ou outro feixe de fótons, por ultra-alta electro, electro-processos químicos, feixe de elétrons, feixe iônico-ou plasma de arco.",NULL
~X~168457,Metalworking Transfer Machines,"machining centres, unit construction machines (single station) and multi-station transfer machines, for working metal.",NULL,Centros de usinagem para trabalhar metais,"os centros de usinagem, máquinas de construção da unidade (single station) e máquinas multi-estação de transferência, para trabalhar metais.",NULL
~X~168458,Metal Lathes,lathes (including turning centres) for removing metal.,NULL,Tornos para metais,tornos (incluídos os centros de torneamento) para metais.,NULL
~X~168459,Drilling Machines,"machine-tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centres) of heading 84.58.",NULL,"Máquinas-ferramentas para furar, mandrilar ou triturar por eliminação de metal","máquina-ferramentas (incluídas as máquinas com cabeçote do tipo de unidade) para furar, escarear, ou de roscar por eliminação de metal, exceto os tornos (incluídos os centros de torneamento) da posição 84,58.",NULL
~X~168460,Metal Finishing Machines,"machine-tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of headin",NULL,Máquinas-ferramentas para acabamento de metais ou ceramais,"máquinas-ferramentas para rebarbar, afiar, amolar, polir, lapidação, polimento ou acabamento em metais ou ceramais, por meio de mós, de abrasivos ou de produtos polidores, excepto o corte de engrenagem, moinho ou artes máquinas de acabamento de headin",NULL
~X~168461,Metalworking Machines,"machine-tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine-tools working by removing metal or cermets, not elsewhere specified or included.",NULL,"Máquinas-ferramentas para aplainar, plainas, corte de engrenagem escatelar, ou serrar","máquinas-ferramentas para aplainar, plainas, escatelar, mandrilar, cortar engrenagens, moinho ou de acabamento de engrenagens, serrar, seccionar e outras máquinas-ferramentas que trabalhem por eliminação de metal ou de ceramais, não especificados nem comp",NULL
~X~168462,Forging Machines,"machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met",NULL,"Máquinas-ferramentas para trabalhar metais, forjando, máquinas-ferramentas para trabalhar metais, arquear, dobrar, endireitar ou aplanar","máquina-ferramentas (incluídas as prensas) para trabalhar metais forjando martelar, ou matriz de estampagem; máquinas-ferramentas (incluídas as prensas) para trabalhar metais, dobrando, dobrar, endireitar, aplanar, cisalhar, puncionar ou chanfrar, prensas",NULL
~X~168463,Other Non-removal Metalworking Machines,"other machine-tools for working metal or cermets, without removing material.",NULL,"Outras máquinas-ferramentas para trabalhar metais ou ceramais, sem eliminação","outras máquinas-ferramentas para trabalhar metais ou ceramais, sem eliminação de matéria.",NULL
~X~168464,Stoneworking Machines,"machine-tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass.",NULL,Máquinas-ferramentas para trabalhar pedra,"máquinas-ferramentas para trabalhar pedra, cerâmica, concreto, fibrocimento ou matérias minerais semelhantes, ou para trabalho a frio do vidro.",NULL
~X~168465,Woodworking machines,"machine-tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials.",NULL,Máquinas-ferramentas para trabalhar madeira,"máquina-ferramentas (incluindo as máquinas para pregar, grampear, colagem ou outra forma de reunião) para trabalhar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes.",NULL
~X~168466,Metalworking Machine Parts,"parts and accessories suitable for use solely or principally with the machines of headings 84.56 to 84.65, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for machine-tools; tool holders for any type of",NULL,Peças e acessórios para máquinas para trabalhar metal,"partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas das posições 84.56 a 84.65, incluindo o trabalho ou ferramenta titulares, fieiras de abertura automática, chefes de divisão e outros dispositivos especiais, para máq",NULL
~X~168467,Motor-working Tools,"tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor.",NULL,"Ferramentas para trabalhar pneumáticas, motores hidráulicos","ferramentas para trabalhar na mão, hidráulica, pneumática ou com auto-suficiente motor elétrico ou não elétrico.",NULL
~X~168468,Soldering and Welding Machinery,"machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 85.15; gas-operated surface tempering machines and appliances.",NULL,"Aparelhos para soldadura forte, solda ou de soldadura, seja ou não capaz de cortar","máquinas e aparelhos para soldar, solda ou solda, ou não capaz de corte, exceto os da posição 85,15;. gás operados máquinas para têmpera superficial e equipamentos",NULL
~X~168469,Typewriters,typewriters other than printers of heading 84.43; word-processing machines.,NULL,"Máquinas de escrever, de máquinas de impressão","máquinas de escrever, do que as impressoras da posição 84,43; de processamento de texto máquinas.",NULL
~X~168470,Calculators,"calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash reg",NULL,"Máquinas calculadoras, caixas registadoras","máquinas de calcular e de tamanho de bolso que permitem gravar, reproduzir e visualizar máquinas com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquear, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo; re",NULL
~X~168471,Digital Disk Drives,"automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.",NULL,Automático de dados de máquinas de processamento,"máquinas automáticas para processamento de dados e suas unidades;. leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificados nem compreendidos",NULL
~X~168472,Other Office Machines,"other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines).",NULL,Outras máquinas de escritório,"outras máquinas de escritório (por exemplo, ou a estêncil, máquinas hectógrafo duplicação, máquinas de endereçamento, dispensadores de notas automáticas, moeda de classificação-máquinas, moedas contar ou empacotar moedas, lápis de afiar, perfuradores ou g",NULL
~X~168473,Office Machine parts,"parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.69 to 84.72.",NULL,Peças e acessórios para máquinas de escritório,"partes e acessórios que não sejam capas, estojos e semelhantes) reconhecíveis como exclusiva ou principalmente com as máquinas das posições 84.69 a 84.72.",NULL
~X~168474,Stone Processing Machines,"machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or moulding solid mineral fuels,",NULL,"Máquinas para trabalhar a terra, pedra e outras substâncias minerais","máquinas para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais, em forma (incluindo pó ou em pasta) sólido; máquinas para aglomerar ou moldar combustíveis minerais sólidos,",NULL
~X~168475,Glassworking Machines,"machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware.",NULL,Máquinas para montagem de lâmpadas elétricas,"máquinas para montagem de lâmpadas elétricas ou eletrônicas, tubos ou válvulas relâmpago, em envelopes de vidro, máquinas para fabricação ou trabalho a quente do vidro ou vidro.",NULL
~X~168476,Vending Machines,"automatic goods-vending machines (for example, postage stamp, cigarette, food or beverage machines), including money-changing machines.",NULL,Automáticas bens de máquinas de venda automática,"automáticas bens de máquinas de venda automática (por exemplo, selos, cigarros, alimentos ou bebidas), incluindo máquinas de trocar dinheiro.",NULL
~X~168477,Rubberworking Machinery,"machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter.",NULL,Máquinas e aparelhos para trabalhar borracha ou plásticos,"máquinas e aparelhos para trabalhar borracha ou plásticos ou para fabricação de produtos dessas matérias, não especificados nem compreendidos em outras posições do presente capítulo.",NULL
~X~168478,Tobacco Processing Machines,"machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter.",NULL,Máquinas e aparelhos para preparar ou transformar tabaco,"máquinas e aparelhos para preparar ou transformar tabaco, não especificados nem compreendidos em outras posições do presente capítulo.",NULL
~X~168479,Other Machinery,"machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter.",NULL,Máquinas e aparelhos mecânicos com nes individuais funções,"máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos em outras posições do presente capítulo.",NULL
~X~168480,Metal Molds,"moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics.",NULL,Caixas de moldagem para fundição,"moldagem caixas de fundição; bases de moldes, padrões de moldagem, moldes para metais (exceto lingoteiras), carbonetos metálicos, vidro, matérias minerais, borracha ou plástico.",NULL
~X~168481,Valves,"taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves.",NULL,Aparelhos para válvulas termostaticamente controlados,"torneiras, válvulas e dispositivos semelhantes para canalizações, caldeiras, reservatórios, cubas ou similares, incluindo as redutoras de pressão e válvulas termostaticamente controlados.",NULL
~X~168482,Ball Bearings,ball or roller bearings.,NULL,Rolamentos de esferas ou rolo,rolamentos.,NULL
~X~168483,Transmissions,"transmission shafts (including cam shafts and crank shafts) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pulleys, including",NULL,Eixos de transmissão,"os veios de transmissão (incluindo as árvores de cames e cambotas) e manivelas; mancais e rolamentos do eixo simples; engrenagens e rodas de fricção; fusos de esferas ou de roletes; caixas de transmissão e variadores de velocidade, incluídos os conversore",NULL
~X~168484,Gaskets,"gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals.",NULL,As juntas de revestimento metálico,"as juntas de revestimento metálico combinados com outras matérias ou de duas ou mais camadas de metal, conjuntos ou sortidos de juntas semelhantes, diferentes em sua composição, apresentados em bolsas, envelopes ou embalagens semelhantes;. selos mecânicos",NULL
~X~168485,Boat Propellers,Ships or boats propellers and blades,NULL,Navios ou barcos de hélices e lâminas,NULL,NULL
~X~168486,Semiconductor Machinery,"machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9 (c) to this chapter",NULL,"máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente para a fabricação de lingotes ou placas de semicondutores, dispositivos semicondutores, circuitos integrados electrónicos ou monit","máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente para a fabricação de lingotes ou placas de semicondutores, dispositivos semicondutores, circuitos integrados electrónicos ou monitores de tela plana, máquinas e aparelhos especificados ",NULL
~X~168487,Other Machinery,"machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this chapter.",NULL,"peças de máquinas, que não contenham conexões elétricas, partes isoladas, bobinas, contatos nem quaisquer outros elementos com características eléctricas, não especificados nem compreendidos em outras","peças de máquinas, que não contenham conexões elétricas, partes isoladas, bobinas, contatos nem quaisquer outros elementos com características eléctricas, não especificados nem compreendidos em outras posições deste capítulo.",NULL
~X~1685,Electrical Machinery,"electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",NULL,"máquinas e equipamentos elétricos e suas partes; de gravação ou de reprodução de imagens de televisão e gravadores de som e de reprodução, suas partes e acessórios destes","máquinas e equipamentos elétricos e suas partes; de gravação ou de reprodução de imagens de televisão e gravadores de som e de reprodução, suas partes e acessórios destes",NULL
~X~168501,Electric Motors,electric motors and generators (excluding generating sets).,NULL,Motores e geradores eléctricos,motores elétricos e geradores (excluindo grupos geradores).,NULL
~X~168502,Electric Generating Sets,electric generating sets and rotary converters.,NULL,Grupos electrogéneos e conversores rotativos,grupos electrogéneos e conversores rotativos.,NULL
~X~168503,Electric Motor Parts,parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,NULL,Peças para utilização com geradores elétricos ou conversores,"partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas das posições 85.01 ou 85,02.",NULL
~X~168504,Electrical Transformers,"electrical transformers, static converters (for example, rectifiers) and inductors.",NULL,Transformadores elétricos,"transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo) e indutores.",NULL
~X~168505,Electromagnets,"electro-magnets; permanent magnets and articles intended to become permanent magnets after magnetisation; electro-magnetic or permanent magnet chucks, clamps and similar holding devices; electro-magnetic couplings, clutches and brakes; electro-magnetic li",NULL,Eletroímãs,"electro-ímãs, ímãs permanentes e artefatos destinados a tornarem-se ímanes permanentes após magnetização; mandris magnéticos eletro-magnéticos ou permanente, grampos e dispositivos semelhantes; acoplamentos, embreagens e freios; eletro-magnético li",NULL
~X~168506,Batteries,primary cells and primary batteries.,NULL,Pilhas e baterias de pilhas,pilhas e baterias de pilhas.,NULL
~X~168507,Electric Batteries,"electric accumulators, including separators therefor, whether or not rectangular (including square).",NULL,Acumuladores elétricos,"acumuladores eléctricos e seus separadores, ou não retangular (quadrada).",NULL
~X~168508,Vacuum Cleaners,vacuum cleaners.,NULL,Aspiradores,aspiradores de pó.,NULL
~X~168509,Other Domestic Electric Housewares,"electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08.",NULL,Eletromecânicos aparelhos domésticos,"electro-mecânicos aparelhos domésticos, com auto-motor elétrico incorporado, excepto os aspiradores da posição 85,08.",NULL
~X~168510,Hair Trimmers,"shavers, hair clippers and hair-removing appliances, with self-contained electric motor.",NULL,"Máquinas de barbear, cortar cabelo e aparelhos de depilar","máquinas de barbear, cortar cabelo e aparelhos de depilar, com a auto-contido motor elétrico.",NULL
~X~168511,Electrical Ignitions,"electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (f",NULL,Ignição elétrica ou de arranque,"ignição elétrica ou de arranque do tipo utilizado para ignição comandada ou de ignição por compressão motores de combustão interna (por exemplo, ignição magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição e velas de incandescência, motores de",NULL
~X~168512,Electrical Lighting and Signalling Equipment,"electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.",NULL,Aparelhos eléctricos de iluminação ou de sinalização utilizados em veículos automóveis,"aparelhos eléctricos de iluminação ou de sinalização (exceto os da posição 85,39), limpa pára-brisas, degeladores e desembaçadores, dos tipos utilizados em ciclos e automóveis.",NULL
~X~168513,Portable Lighting,"portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12.",NULL,Lanternas eléctricas portáteis destinadas a funcionar por sua própria fonte de energia,"lanternas eléctricas portáteis destinadas a funcionar por sua própria fonte de energia (por exemplo, pilhas, de acumuladores, de magnetos), excluídos os aparelhos de iluminação da posição 85.12.",NULL
~X~168514,Electric Furnaces,industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss.,NULL,Industriais ou de laboratório fornos elétricos,industriais ou de laboratório fornos elétricos e fornos (incluindo os que funcionam por indução ou por perdas dielétricas); industriais ou outro equipamento de laboratório para o tratamento térmico de matérias por indução ou por perdas dielétricas.,NULL
~X~168515,Electric Lasers,"electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and appar",NULL,Elétrica laser ou luz ou outro feixe de fótons,"electric (incluindo o gás aquecido eletricamente), laser ou luz ou outro feixe de fótons, feixe, ultra-som de elétrons, a impulsos magnéticos ou arco plasma máquinas de brasagem, soldagem ou soldagem e aparelhos, estejam ou não capaz de corte, máquinas el",NULL
~X~168516,Electric Heaters,"electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; ele",NULL,Elétricos instantâneos ou de armazenamento de aquecedores de água,"electric instantâneo ou de acumulação de água e aquecedores de imersão; aparelhos de aquecimento elétrico espaço e aparelhos de aquecimento do solo; eletro-térmico aparelho do cabelo (por exemplo, secadores de cabelo, frisadores de cabelo, aquecedores de ",NULL
~X~168517,Telephones,"telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a lo",NULL,Telefones,"aparelhos telefónicos, incluindo os telefones para redes celulares e para outras redes sem fio; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluindo aparelhos para comunicação em redes por fio ou sem fio (como um lo",NULL
~X~168518,Microphones and Headphones,"microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric ampl",NULL,"Microfones, alto-falantes; fones de ouvido","microfones e seus suportes; alto-falantes, ou não montados em seus recintos; auscultadores e auriculares, mesmo combinados com um microfone, e define que consiste em um microfone e um ou mais alto-falantes; áudio-freqüência elétrica ampl",NULL
~X~168519,Sound Recording Equipment,sound recording or reproducing apparatus.,turntables,Aparelho de gravação de som,gravação de som ou aparelhos de reprodução.,NULL
~X~168520,Dictation Machines,Dictating machine requiring external power source,NULL,NULL,NULL,NULL
~X~168521,Video Recording Equipment,"video recording or reproducing apparatus, whether or not incorporating a video tuner.",NULL,Aparelho de gravação de vídeo,"video gravação ou de reprodução de som, mesmo incorporando um sintonizador de vídeo.",NULL
~X~168522,Audio and Video Recording Accessories,parts and accessories suitable for use solely or principally with the apparatus of headings 85.19 to 85.21.,NULL,Peças e acessórios para equipamento de vídeo ou de som,partes e acessórios reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.19 a 85.21.,NULL
~X~168523,Data Storage,"discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of chapter",NULL,"Os dispositivos de armazenamento, cartões inteligentes, discos, fitas etc","discos, fitas, dispositivos de estado sólido não-voláteis de armazenamento, ""cartões inteligentes"" ""e outros suportes para gravação de som ou de outros fenômenos, ou não registrados, incluindo moldes e matrizes galvânicos para fabricação de discos, mas ex",NULL
~X~168524,Gramophone Records,Recorded gramophone records,NULL,Gravados discos de gramofone,NULL,NULL
~X~168525,Broadcasting Equipment,"transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders.",NULL,"Aparelhos emissores para telefone, rádio e TV","aparelhos emissores para radiodifusão ou televisão, mesmo incorporando um aparelho receptor ou gravação de som ou reprodução de som;. câmeras de televisão, câmeras digitais e câmaras de vídeo",NULL
~X~168526,Navigation Equipment,"radar apparatus, radio navigational aid apparatus and radio remote control apparatus.",NULL,Radar e aparelho de rádio de ajuda à navegação,"aparelho de radar, rádio, aparelhos de navegação e os aparelhos de controle remoto.",NULL
~X~168527,Radio Receivers,"reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.",NULL,Aparelhos receptores para radiodifusão,"aparelhos receptores para radiodifusão, mesmo combinados, num mesmo invólucro, com gravação de som ou aparelhos de reprodução ou um relógio.",NULL
~X~168528,Monitors and Projectors,"monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.",NULL,"Monitores e projetores, aparelhos receptores de televisão","não monitores e projectores, incorporando um aparelho receptor de televisão; aparelhos receptores de televisão, mesmo incorporando um aparelho receptor de radiodifusão ou som de gravação ou de reprodução de som.",NULL
~X~168529,Broadcasting Accessories,parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28.,NULL,"Peças de rádios, telefones e TVs",partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.25 a 85.28.,NULL
~X~168530,Traffic Signals,"electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 86.08).",NULL,"Elétricos controles de segurança do sinal, e do tráfego, ferrovias, hidrovias, estacionamento ou para aeródromos","aparelhos eléctricos de sinalização, segurança ou equipamento de controle de tráfego para vias férreas ou semelhantes, rodoviárias ou fluviais, estacionamento, instalações portuárias ou para aeródromos (exceto os da posição 86,08).",NULL
~X~168531,Audio Alarms,"electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 85.12 or 85.30.",NULL,Som elétrico ou aparelhos de sinalização visual,"som elétrico ou equipamentos de sinalização visual (por exemplo alarmes, campainhas, sirenes, quadros indicadores, contra roubo ou incêndio), exceto os da posição 85.12 ou 85.30.",NULL
~X~168532,Electrical Capacitors,"electrical capacitors, fixed, variable or adjustable (pre-set).",NULL,Capacitores elétricos,"condensadores eléctricos, fixos, variáveis ​​ou ajustáveis ​​(pré-definido).",NULL
~X~168533,Electrical Resistors,"electrical resistors (including rheostats and potentiometers), other than heating resistors.",NULL,Resistências eléctricas,"resistências elétricas (incluídos os reostatos e os potenciômetros), exceto resistências de aquecimento.",NULL
~X~168534,Printed Circuit Boards,printed circuits.,NULL,Circuitos impressos,circuitos impressos.,NULL
